4118,30
4138,60
4140,10
4142,20
4144,20
4164,60
4167,20
4169,10
4183,30
4185,20
4187,10
4189,10
4198,30
4200,10
4204,10
4210,30
4216,20
4218,20
4220,10
4225,20
4232,20
4245,50
4247,10
4255,20
4259,10
4280,60
4283,10
4290,20
4295,10
4299,10
4316,40
4320,20
4322,10
4324,20
4330,10
4346,60
4347,0
4352,20
4364,40
4366,10
4368,10
4372,10
4397,60
4402,10
4404,20
4414,30
4416,10
4420,20
4423,20
4425,20
4427,10
4429,10
4447,70
4449,20
4455,20
4499,150
4503,10
4512,40
4515,10
4523,30
4547,60
4553,10
4574,60
4577,20
4583,40
4585,0
4591,10
4593,10
4598,30
4614,60
4618,30
4624,10
4635,20
4641,10
4648,10
4653,10
4655,10
4660,20
4662,10
4664,0
4667,20
4673,10
4675,20
4677,20
4679,10
4686,20
4688,10
4692,10
4701,30
4703,10
4707,30
4709,10
4711,0
4713,10
4715,20
4720,10
4722,0
4780,150
4782,0
4800,50
4832,100
4834,20
4836,10
4840,20
4848,20
4851,10
4863,20
4866,20
4890,80
4893,20
4895,10
4921,90
4924,30
4926,0
4928,20
4930,20
4942,20
4955,50
4963,20
4975,0
4994,70
5003,40
5007,0
5033,90
5035,10
5037,10
5040,10
5042,20
5044,10
5055,10
5071,60
5094,60
5096,0
5126,60
5132,10
5137,10
5142,20
5144,10
5146,0
5149,10
5151,10
5159,30
5161,10
5165,20
5170,20
5172,0
5174,10
5177,20
5180,20
5186,30
5188,10
5190,10
5192,20
5206,20
5215,40
5218,10
5219,0
5223,40
5237,50
5239,10
5241,10
5243,20
5247,10
5306,220
5308,10
5310,10
5316,10
5329,70
5337,10
5341,20
5345,10
5350,20
5352,10
5356,10
5358,10
5363,20
5367,10
5369,10
5385,60
5389,10
5395,10
5397,20
5401,20
5403,20
5407,10
5409,10
5412,10
5419,20
5421,20
5425,20
5432,20
5434,10
5442,20
5451,30
5456,20
5466,50
5468,10
5470,20
5472,10
5494,40
5496,10
5498,20
5514,20
5518,20
5520,10
5524,20
5526,10
5533,20
5536,20
5554,40
5565,40
5579,50
5582,20
5590,10
5594,20
5596,10
5599,20
5606,20
5608,0
5611,10
5639,110
5641,10
5647,20
5665,40
5679,80
5684,10
5685,10
5704,30
5715,40
5717,10
5741,80
5771,140
5777,20
5779,20
5781,10
5784,10
5787,20
5789,10
5791,10
5799,60
